Date,USD_KRW,Gold,US10Y,DXY,KOSPI,SP500
2021-06-21,1134.25,1781.8,1.484,91.86,3240.79,4224.79
2021-06-22,1130.34,1776.3,1.472,91.73,3263.8799,4246.4399
2021-06-23,1132.51,1782.3,1.487,91.8,3276.1899,4241.8398
2021-06-24,1132.61,1775.6,1.487,91.82,3286.1001,4266.4902
2021-06-25,1130.8,1776.6,1.536,91.81,3302.8401,4280.7002
2021-06-28,1125.34,1779.6,1.478,91.88,3301.8899,4290.6099
2021-06-29,1129.04,1762.8,1.48,92.05,3286.6799,4291.7998
2021-06-30,1130.51,1770.8,1.443,92.44,3296.6799,4297.5
2021-07-01,1129.6,1775.9,1.48,92.6,3282.0601,4319.9399
2021-07-02,1132.41,1782.6,1.431,92.23,3281.78,4352.3398
2021-07-05,1129.77,1782.6,1.431,92.23,3293.21,4352.3398
2021-07-06,1129.4399,1793.5,1.37,92.55,3305.21,4343.54
2021-07-07,1135.48,1801.5,1.321,92.64,3285.3401,4358.1299
2021-07-08,1140.52,1799.6,1.288,92.36,3252.6799,4320.8198
2021-07-09,1146.28,1810.0,1.356,92.13,3217.95,4369.5498
2021-07-12,1144.3101,1805.5,1.363,92.23,3246.47,4384.6299
2021-07-13,1141.1,1809.4,1.415,92.75,3271.3799,4369.21
2021-07-14,1148.7,1824.3,1.356,92.41,3264.8101,4374.2998
2021-07-15,1143.41,1828.4,1.297,92.62,3286.22,4360.0298
2021-07-16,1140.12,1814.5,1.3,92.69,3276.9099,4327.1602
2021-07-19,1141.5,1808.7,1.181,92.89,3244.04,4258.4902
2021-07-20,1150.0699,1810.9,1.209,92.97,3232.7,4323.0601
2021-07-21,1147.48,1802.9,1.28,92.75,3215.9099,4358.6899
2021-07-22,1148.6899,1805.0,1.265,92.82,3250.21,4367.48
2021-07-23,1149.91,1801.4,1.286,92.91,3254.4199,4411.79
2021-07-26,1151.12,1798.7,1.276,92.65,3224.95,4422.2998
2021-07-27,1151.76,1799.5,1.234,92.43,3232.53,4401.46
2021-07-28,1153.5601,1799.5,1.261,92.32,3236.8601,4400.6401
2021-07-29,1149.41,1831.2,1.269,91.86,3242.6499,4419.1499
2021-07-30,1142.12,1812.6,1.239,92.17,3202.3201,4395.2598
2021-08-02,1150.9301,1818.1,1.174,92.05,3223.04,4387.1602
2021-08-03,1149.5601,1810.1,1.176,92.08,3237.1399,4423.1499
2021-08-04,1148.58,1810.5,1.184,92.27,3280.3799,4402.6602
2021-08-05,1144.0601,1805.1,1.217,92.24,3276.1299,4429.1001
2021-08-06,1143.12,1760.0,1.29,92.8,3270.3601,4436.52
2021-08-09,1144.92,1723.4,1.317,92.95,3260.4199,4432.3501
2021-08-10,1145.89,1728.8,1.342,93.06,3243.1899,4436.75
2021-08-11,1152.48,1750.4,1.329,92.91,3220.6201,4442.4102
2021-08-12,1152.85,1749.0,1.367,93.04,3208.3799,4460.8301
2021-08-13,1162.0601,1775.2,1.297,92.52,3171.29,4468.0
2021-08-16,1161.38,1786.9,1.257,92.63,3171.29,4479.71
2021-08-17,1164.5,1785.0,1.258,93.13,3143.0901,4448.0801
2021-08-18,1176.45,1781.6,1.273,93.14,3158.9299,4400.27
2021-08-19,1169.6801,1780.2,1.242,93.57,3097.8301,4405.7998
2021-08-20,1175.39,1781.0,1.26,93.5,3060.51,4441.6699
2021-08-23,1174.24,1803.2,1.255,92.96,3090.21,4479.5298
2021-08-24,1167.61,1805.6,1.29,92.89,3138.3,4486.23
2021-08-25,1163.47,1788.2,1.342,92.83,3146.8101,4496.1899
2021-08-26,1163.33,1792.2,1.342,93.06,3128.53,4470.0
2021-08-27,1170.0,1816.6,1.312,92.69,3133.8999,4509.3701
2021-08-30,1161.33,1809.0,1.285,92.65,3144.1899,4528.79
2021-08-31,1165.51,1815.0,1.304,92.63,3199.27,4522.6802
2021-09-01,1158.41,1813.1,1.302,92.45,3207.02,4524.0898
2021-09-02,1155.28,1808.7,1.294,92.23,3175.8501,4536.9502
2021-09-03,1157.13,1830.9,1.322,92.04,3201.0601,4535.4302
2021-09-06,1154.75,1830.9,1.322,92.04,3203.3301,4535.4302
2021-09-07,1155.54,1795.9,1.37,92.52,3187.4199,4520.0298
2021-09-08,1161.0,1790.7,1.334,92.65,3162.99,4514.0698
2021-09-09,1166.49,1797.4,1.299,92.48,3114.7,4493.2798
2021-09-10,1169.13,1789.6,1.341,92.58,3125.76,4458.5801
2021-09-13,1169.38,1792.0,1.324,92.62,3127.8601,4468.73
2021-09-14,1171.11,1804.7,1.277,92.65,3148.8301,4443.0498
2021-09-15,1170.8,1792.4,1.304,92.49,3153.3999,4480.7002
2021-09-16,1165.22,1754.6,1.331,92.86,3130.0901,4473.75
2021-09-17,1174.42,1749.4,1.37,93.2,3140.51,4432.9902
2021-09-20,1181.11,1761.8,1.309,93.24,3140.51,4357.73
2021-09-21,1186.3199,1776.0,1.324,93.2,3140.51,4354.1899
2021-09-22,1182.92,1776.7,1.336,93.46,3140.51,4395.6401
2021-09-23,1181.03,1747.7,1.41,93.1,3127.5801,4448.98
2021-09-24,1174.7,1749.7,1.46,93.33,3125.24,4455.48
2021-09-27,1179.2,1750.0,1.484,93.38,3133.6399,4443.1099
2021-09-28,1176.96,1735.8,1.534,93.77,3097.9199,4352.6299
2021-09-29,1186.89,1721.5,1.541,94.34,3060.27,4359.46
2021-09-30,1187.4301,1755.3,1.529,94.25,3068.8201,4307.54
2021-10-01,1183.72,1757.0,1.479,94.04,3019.1799,4357.04
2021-10-04,1180.0,1766.2,1.481,93.81,3019.1799,4300.46
2021-10-05,1183.78,1759.6,1.529,93.98,2962.1699,4345.7202
2021-10-06,1187.17,1760.5,1.524,94.27,2908.3101,4363.5498
2021-10-07,1191.38,1757.9,1.571,94.22,2959.46,4399.7598
2021-10-08,1191.15,1756.3,1.605,94.07,2956.3,4391.3398
2021-10-11,1195.58,1754.6,1.614,94.32,2956.3,4361.1899
2021-10-12,1195.8,1758.3,1.58,94.52,2916.3799,4350.6499
2021-10-13,1196.89,1793.7,1.549,94.08,2944.4099,4363.7998
2021-10-14,1186.71,1796.7,1.519,93.96,2988.6399,4438.2598
2021-10-15,1182.13,1767.2,1.576,93.94,3015.0601,4471.3701
2021-10-18,1181.79,1764.8,1.584,93.95,3006.6799,4486.46
2021-10-19,1185.6801,1769.7,1.635,93.79,3029.04,4519.6299
2021-10-20,1175.65,1784.1,1.636,93.56,3013.1299,4536.1899
2021-10-21,1174.59,1781.2,1.676,93.77,3007.3301,4549.7798
2021-10-22,1176.55,1795.5,1.655,93.61,3006.1599,4544.8999
2021-10-25,1176.54,1806.0,1.635,93.81,3020.54,4566.48
2021-10-26,1167.0601,1792.7,1.619,93.95,3049.0801,4574.79
2021-10-27,1167.33,1797.9,1.529,93.86,3025.49,4551.6802
2021-10-28,1172.17,1801.6,1.568,93.35,3009.55,4596.4199
2021-10-29,1167.37,1783.0,1.557,94.12,2970.6799,4605.3799
2021-11-01,1174.38,1795.1,1.575,93.88,2978.9399,4613.6699
2021-11-02,1176.5699,1788.7,1.549,94.09,3013.49,4630.6499
2021-11-03,1178.04,1763.6,1.579,93.86,2975.71,4660.5698
2021-11-04,1179.34,1793.0,1.524,94.35,2983.22,4680.0601
2021-11-05,1185.83,1816.4,1.453,94.32,2969.27,4697.5298
2021-11-08,1180.5,1827.4,1.497,94.05,2960.2,4701.7002
2021-11-09,1199.86,1830.2,1.432,93.96,2962.46,4685.25
2021-11-10,1177.5,1847.6,1.56,94.85,2930.1699,4646.71
2021-11-11,1184.14,1863.2,1.56,95.18,2924.9199,4649.27
2021-11-12,1183.11,1867.9,1.582,95.13,2968.8,4682.8501
2021-11-15,1179.11,1866.1,1.623,95.41,2999.52,4682.7998
2021-11-16,1183.51,1853.6,1.634,95.92,2997.21,4700.8999
2021-11-17,1184.05,1869.7,1.604,95.83,2962.4199,4688.6699
2021-11-18,1181.23,1861.0,1.589,95.54,2947.3799,4704.54
2021-11-19,1182.9,1851.2,1.536,96.07,2971.02,4697.96
2021-11-22,1191.63,1806.0,1.625,96.5,3013.25,4682.9399
2021-11-23,1189.5,1783.5,1.667,96.49,2997.3301,4690.7002
2021-11-24,1189.95,1784.1,1.645,96.84,2994.29,4701.46
2021-11-25,1187.88,1784.1,1.645,96.84,2980.27,4701.46
2021-11-26,1190.22,1785.3,1.482,96.09,2936.4399,4594.6201
2021-11-29,1194.61,1782.3,1.53,96.34,2909.3201,4655.27
2021-11-30,1190.74,1773.6,1.443,95.99,2839.01,4567.0
2021-12-01,1182.86,1781.6,1.434,96.05,2899.72,4513.04
2021-12-02,1177.11,1760.7,1.448,96.13,2945.27,4577.1001
2021-12-03,1176.77,1782.0,1.343,96.12,2968.3301,4538.4302
2021-12-06,1183.14,1777.5,1.434,96.29,2973.25,4591.6699
2021-12-07,1180.5601,1782.6,1.48,96.37,2991.72,4686.75
2021-12-08,1176.84,1783.4,1.509,95.89,3001.8,4701.21
2021-12-09,1172.5601,1774.6,1.487,96.27,3029.5701,4667.4502
2021-12-10,1177.33,1782.9,1.489,96.05,3010.23,4712.02
2021-12-13,1178.97,1786.3,1.424,96.32,3001.6599,4668.9702
2021-12-14,1185.1,1770.4,1.438,96.57,2987.95,4634.0898
2021-12-15,1184.23,1762.6,1.463,96.51,2989.3899,4709.8501
2021-12-16,1184.4,1796.6,1.422,96.04,3006.4099,4668.6699
2021-12-17,1186.15,1803.8,1.402,96.57,3017.73,4620.6401
2021-12-20,1186.39,1793.7,1.419,96.55,2963.0,4568.02
2021-12-21,1190.12,1787.9,1.487,96.49,2975.03,4649.23
2021-12-22,1191.27,1801.6,1.457,96.08,2984.48,4696.5601
2021-12-23,1187.77,1811.2,1.493,96.02,2998.1699,4725.79
2021-12-24,1185.5,1811.2,1.493,96.02,3012.4299,4725.79
2021-12-27,1185.92,1808.1,1.481,96.09,2999.55,4791.1899
2021-12-28,1185.65,1810.2,1.481,96.2,3020.24,4786.3501
2021-12-29,1187.85,1805.1,1.543,95.93,2993.29,4793.0601
2021-12-30,1183.67,1812.7,1.515,95.97,2977.6499,4778.73
2021-12-31,1189.89,1827.5,1.512,95.67,2977.6499,4766.1802
2022-01-03,1187.78,1799.4,1.628,96.24,2977.6499,4796.5601
2022-01-04,1194.6801,1814.0,1.668,96.29,2989.24,4793.54
2022-01-05,1196.5,1824.6,1.705,96.19,2953.97,4700.5801
2022-01-06,1199.25,1788.7,1.733,96.25,2920.53,4696.0498
2022-01-07,1205.78,1797.0,1.771,95.74,2954.8899,4677.0298
2022-01-10,1196.88,1798.4,1.78,95.99,2926.72,4670.29
2022-01-11,1198.09,1818.6,1.746,95.62,2927.3799,4713.0698
2022-01-12,1189.4301,1827.2,1.725,95.0,2972.48,4726.3501
2022-01-13,1185.88,1821.2,1.711,94.79,2962.0901,4659.0298
2022-01-14,1186.61,1816.5,1.772,95.17,2921.9199,4662.8501
2022-01-17,1188.96,1816.5,1.772,95.17,2890.1001,4662.8501
2022-01-18,1190.0601,1812.3,1.865,95.73,2864.24,4577.1099
2022-01-19,1192.98,1843.1,1.827,95.51,2842.28,4532.7598
2022-01-20,1188.16,1842.5,1.833,95.74,2862.6799,4482.73
2022-01-21,1192.4301,1831.8,1.747,95.64,2834.29,4397.9399
2022-01-24,1191.5,1841.7,1.735,95.92,2792.0,4410.1299
2022-01-25,1195.66,1852.7,1.783,95.95,2720.3899,4356.4502
2022-01-26,1196.1,1829.9,1.848,96.49,2709.24,4349.9302
2022-01-27,1200.63,1793.3,1.807,97.26,2614.49,4326.5098
2022-01-28,1203.46,1784.9,1.782,97.27,2663.3401,4431.8501
2022-01-31,1207.71,1795.0,1.782,96.54,2663.3401,4515.5498
2022-02-01,1205.12,1800.3,1.8,96.39,2663.3401,4546.54
2022-02-02,1202.5,1809.2,1.766,95.94,2663.3401,4589.3799
2022-02-03,1199.96,1803.0,1.827,95.38,2707.8201,4477.4399
2022-02-04,1200.33,1806.6,1.93,95.48,2750.26,4500.5298
2022-02-07,1197.09,1820.6,1.916,95.4,2745.0601,4483.8701
2022-02-08,1196.85,1826.6,1.954,95.64,2746.47,4521.54
2022-02-09,1196.36,1835.2,1.929,95.49,2768.8501,4587.1802
2022-02-10,1194.03,1836.2,2.031,95.55,2771.9299,4504.0801
2022-02-11,1199.35,1840.8,1.955,96.08,2747.71,4418.6401
2022-02-14,1199.24,1868.0,1.996,96.37,2704.48,4401.6699
2022-02-15,1197.36,1854.8,2.045,95.99,2676.54,4471.0698
2022-02-16,1196.83,1870.2,2.047,95.7,2729.6799,4475.0098
2022-02-17,1196.75,1900.7,1.972,95.8,2744.0901,4380.2598
2022-02-18,1198.66,1898.6,1.932,96.04,2744.52,4348.8701
2022-02-21,1195.0699,1898.6,1.932,96.04,2743.8,4348.8701
2022-02-22,1194.6801,1906.1,1.948,96.03,2706.79,4304.7598
2022-02-23,1192.6801,1909.2,1.977,96.19,2719.53,4225.5
2022-02-24,1192.4,1925.1,1.969,97.14,2648.8,4288.7002
2022-02-25,1206.0,1886.5,1.986,96.62,2676.76,4384.6499
2022-02-28,1197.59,1899.4,1.839,96.71,2699.1799,4373.9399
2022-03-01,1200.9301,1942.4,1.707,97.41,2699.1799,4306.2598
2022-03-02,1205.37,1920.9,1.865,97.39,2703.52,4386.54
2022-03-03,1203.15,1934.4,1.844,97.79,2747.0801,4363.4902
2022-03-04,1205.99,1965.1,1.724,98.65,2713.4299,4328.8701
2022-03-07,1216.71,1993.9,1.751,99.29,2651.3101,4201.0898
2022-03-08,1232.3,2040.1,1.872,99.06,2622.3999,4170.7002
2022-03-09,1233.11,1985.9,1.948,97.97,2622.3999,4277.8799
2022-03-10,1223.23,1998.1,2.011,98.51,2680.3201,4259.52
2022-03-11,1228.6,1982.7,2.004,99.12,2661.28,4204.3101
2022-03-14,1236.89,1959.6,2.14,99.06,2645.6499,4173.1099
2022-03-15,1242.05,1928.5,2.16,99.07,2621.53,4262.4502
2022-03-16,1241.6801,1908.0,2.188,98.38,2659.23,4357.8599
2022-03-17,1223.0,1942.1,2.192,98.01,2694.51,4411.6699
2022-03-18,1210.33,1928.2,2.148,98.23,2707.02,4463.1201
2022-03-21,1210.37,1928.6,2.315,98.5,2686.05,4461.1802
2022-03-22,1219.78,1920.7,2.373,98.49,2710.0,4511.6099
2022-03-23,1214.95,1936.6,2.321,98.62,2735.05,4456.2402
2022-03-24,1218.01,1961.6,2.341,98.79,2729.6599,4520.1602
2022-03-25,1217.55,1953.8,2.492,98.81,2729.98,4543.0601
2022-03-28,1224.38,1939.6,2.477,99.09,2729.5601,4575.52
2022-03-29,1223.66,1912.0,2.4,98.4,2741.0701,4631.6001
2022-03-30,1209.13,1933.5,2.358,97.79,2746.74,4602.4502
2022-03-31,1210.4399,1949.2,2.327,98.31,2757.6499,4530.4102
2022-04-01,1214.5,1919.1,2.377,98.63,2739.8501,4545.8599
2022-04-04,1218.78,1929.2,2.412,98.99,2757.8999,4582.6401
2022-04-05,1213.9,1922.9,2.556,99.47,2759.2,4525.1201
2022-04-06,1218.75,1918.4,2.609,99.6,2735.03,4481.1499
2022-04-07,1217.6,1933.8,2.652,99.75,2695.8601,4500.21
2022-04-08,1222.66,1941.6,2.713,99.8,2700.3899,4488.2798
2022-04-11,1228.24,1944.3,2.78,99.93,2693.1001,4412.5298
2022-04-12,1235.05,1972.1,2.725,100.29,2666.76,4397.4502
2022-04-13,1228.6,1981.0,2.687,99.88,2716.49,4446.5898
2022-04-14,1223.12,1970.9,2.828,100.32,2716.71,4392.5898
2022-04-15,1230.1,1970.9,2.828,100.32,2696.0601,4392.5898
2022-04-18,1228.09,1982.9,2.862,100.78,2693.21,4391.6899
2022-04-19,1235.35,1955.7,2.913,100.96,2718.8899,4462.21
2022-04-20,1239.6,1952.3,2.84,100.39,2718.6899,4459.4502
2022-04-21,1234.09,1944.9,2.917,100.58,2728.21,4393.6602
2022-04-22,1242.49,1931.0,2.906,101.22,2704.71,4271.7798
2022-04-25,1243.16,1893.2,2.826,101.75,2657.1299,4296.1201
2022-04-26,1249.21,1901.4,2.772,102.3,2668.3101,4175.2002
2022-04-27,1260.71,1885.9,2.818,102.95,2639.0601,4183.96
2022-04-28,1266.28,1888.7,2.863,103.62,2667.49,4287.5
2022-04-29,1272.29,1909.3,2.887,102.96,2695.05,4131.9302
2022-05-02,1262.53,1861.8,2.996,103.74,2687.45,4155.3799
2022-05-03,1266.75,1868.8,2.96,103.47,2680.46,4175.48
2022-05-04,1261.0601,1867.0,2.917,102.59,2677.5701,4300.1699
2022-05-05,1251.5,1874.0,3.066,103.75,2677.5701,4146.8701
2022-05-06,1268.7,1881.2,3.123,103.66,2644.51,4123.3398
2022-05-09,1270.13,1857.1,3.079,103.65,2644.51,3991.24
2022-05-10,1274.86,1839.9,2.993,103.92,2596.5601,4001.05
2022-05-11,1276.55,1852.6,2.921,103.85,2592.27,3935.1799
2022-05-12,1278.15,1823.8,2.817,104.85,2550.0801,3930.0801
2022-05-13,1290.75,1807.4,2.935,104.56,2604.24,4023.8899
2022-05-16,1277.5699,1813.5,2.877,104.19,2596.5801,4008.01
2022-05-17,1279.85,1818.2,2.968,103.36,2620.4399,4088.8501
2022-05-18,1266.66,1815.9,2.886,103.81,2625.98,3923.6799
2022-05-19,1275.58,1841.2,2.855,102.72,2592.3401,3900.79
2022-05-20,1263.55,1841.8,2.787,103.15,2639.29,3901.3601
2022-05-23,1273.21,1847.8,2.859,102.08,2647.3799,3973.75
2022-05-24,1258.8199,1865.1,2.76,101.86,2605.8701,3941.48
2022-05-25,1260.99,1846.2,2.749,102.06,2617.22,3978.73
2022-05-26,1266.6,1847.4,2.756,101.83,2612.45,4057.8401
2022-05-27,1258.89,1851.3,2.743,101.67,2638.05,4158.2402
2022-05-30,1251.59,1851.3,2.743,101.67,2669.6599,4158.2402
2022-05-31,1236.17,1842.7,2.844,101.75,2685.8999,4132.1499
2022-06-01,1241.74,1843.3,2.931,102.55,2685.8999,4101.23
2022-06-02,1246.95,1866.5,2.913,101.77,2658.99,4176.8198
2022-06-03,1240.84,1845.4,2.957,102.14,2670.6499,4108.54
2022-06-06,1250.53,1839.2,3.038,102.44,2670.6499,4121.4302
2022-06-07,1254.48,1847.5,2.972,102.32,2626.3401,4160.6802
2022-06-08,1254.58,1851.9,3.029,102.54,2626.1499,4115.77
2022-06-09,1256.74,1848.8,3.044,103.22,2625.4399,4017.8201
2022-06-10,1264.02,1871.5,3.156,104.15,2595.8701,3900.8601
2022-06-13,1278.28,1828.0,3.366,105.08,2504.51,3749.6299
2022-06-14,1291.8,1809.5,3.483,105.52,2492.97,3735.48
2022-06-15,1289.48,1815.3,3.395,105.16,2447.3799,3789.99
2022-06-16,1278.16,1845.7,3.307,103.63,2451.4099,3666.77
2022-06-17,1288.1801,1835.6,3.239,104.7,2440.9299,3674.8401
2022-06-20,1290.5,1835.6,3.239,104.7,2391.03,3674.8401
2022-06-21,1292.38,1834.6,3.307,104.44,2408.9299,3764.79
2022-06-22,1291.6,1834.3,3.156,104.2,2342.8101,3759.8899
2022-06-23,1297.6801,1825.7,3.068,104.43,2314.3201,3795.73
2022-06-24,1299.8101,1826.5,3.125,104.19,2366.6001,3911.74
2022-06-27,1288.29,1820.9,3.194,103.94,2401.9199,3900.1101
2022-06-28,1286.2,1817.5,3.206,104.51,2422.0901,3821.55
2022-06-29,1292.03,1813.7,3.093,105.11,2377.99,3818.8301
2022-06-30,1301.73,1804.1,2.972,104.69,2332.6399,3785.3799
2022-07-01,1287.71,1798.9,2.889,105.14,2305.4199,3825.3301
2022-07-04,1297.89,1798.9,2.889,105.14,2300.3401,3825.3301
2022-07-05,1295.6801,1761.8,2.809,106.5,2341.78,3831.3899
2022-07-06,1308.66,1734.9,2.913,107.1,2292.01,3845.0801
2022-07-07,1304.85,1737.9,3.008,107.13,2334.27,3902.6201
2022-07-08,1297.65,1740.6,3.101,107.01,2350.6101,3899.3799
2022-07-11,1293.79,1730.0,2.991,108.02,2340.27,3854.4299
2022-07-12,1310.86,1723.3,2.958,108.07,2317.76,3818.8
2022-07-13,1305.83,1734.2,2.904,107.96,2328.6101,3801.78
2022-07-14,1304.85,1704.5,2.96,108.54,2322.3201,3790.3799
2022-07-15,1316.1801,1702.4,2.93,108.06,2330.98,3863.1599
2022-07-18,1318.12,1709.2,2.96,107.37,2375.25,3830.8501
2022-07-19,1318.91,1710.0,3.019,106.68,2370.97,3936.6899
2022-07-20,1305.5,1699.5,3.036,107.08,2386.8501,3959.8999
2022-07-21,1312.87,1712.7,2.91,106.91,2409.1599,3998.95
2022-07-22,1306.85,1727.1,2.783,106.73,2393.1399,3961.6299
2022-07-25,1309.3199,1719.0,2.82,106.48,2403.6899,3966.8401
2022-07-26,1310.4,1717.7,2.787,107.19,2412.96,3921.05
2022-07-27,1310.9,1719.1,2.734,106.45,2415.53,4023.6101
2022-07-28,1305.95,1750.3,2.681,106.35,2435.27,4072.4299
2022-07-29,1295.15,1762.9,2.642,105.9,2451.5,4130.29
2022-08-01,1302.28,1769.0,2.606,105.45,2452.25,4118.6299
2022-08-02,1306.75,1771.1,2.741,106.24,2439.6201,4091.1899
2022-08-03,1314.63,1758.0,2.748,106.51,2461.45,4155.1699
2022-08-04,1307.38,1788.5,2.676,105.69,2473.1101,4151.9399
2022-08-05,1302.08,1772.9,2.84,106.62,2490.8,4145.1899
2022-08-08,1302.74,1786.8,2.765,106.44,2493.1001,4140.0601
2022-08-09,1299.03,1794.0,2.797,106.37,2503.46,4122.4702
2022-08-10,1307.5601,1795.6,2.786,105.2,2480.8799,4210.2402
2022-08-11,1296.7,1789.7,2.888,105.09,2523.78,4207.27
2022-08-12,1306.83,1798.6,2.849,105.63,2527.9399,4280.1499
2022-08-15,1301.38,1781.4,2.791,106.55,2527.9399,4297.1401
2022-08-16,1313.1801,1773.2,2.824,106.5,2533.52,4305.2002
2022-08-17,1311.0,1760.3,2.893,106.57,2516.47,4274.04
2022-08-18,1314.83,1755.3,2.88,107.48,2508.05,4283.7402
2022-08-19,1326.91,1747.6,2.989,108.17,2492.6899,4228.48
2022-08-22,1334.86,1734.0,3.037,109.05,2462.5,4137.9902
2022-08-23,1343.36,1746.8,3.054,108.62,2435.3401,4128.73
2022-08-24,1339.08,1747.8,3.106,108.68,2447.45,4140.77
2022-08-25,1340.0,1757.7,3.026,108.47,2477.26,4199.1201
2022-08-26,1334.4399,1736.1,3.035,108.8,2481.03,4057.6599
2022-08-29,1341.1801,1736.6,3.11,108.84,2426.8899,4030.6101
2022-08-30,1345.73,1723.2,3.11,108.77,2450.9299,3986.1599
2022-08-31,1350.1899,1712.8,3.133,108.7,2472.05,3955.0
2022-09-01,1342.26,1696.6,3.265,109.69,2415.6101,3966.8501
2022-09-02,1355.1,1709.8,3.193,109.53,2409.4099,3924.26
2022-09-05,1361.51,1709.8,3.193,109.53,2403.6799,3924.26
2022-09-06,1361.8101,1700.4,3.34,110.21,2410.02,3908.1899
2022-09-07,1378.11,1715.3,3.265,109.84,2376.46,3979.8701
2022-09-08,1374.3101,1708.0,3.292,109.71,2384.28,4006.1799
2022-09-09,1383.0,1716.2,3.321,109.0,2384.28,4067.3601
2022-09-12,1379.0601,1728.1,3.362,108.33,2384.28,4110.4102
2022-09-13,1375.8101,1705.0,3.422,109.82,2449.54,3932.6899
2022-09-14,1393.47,1696.5,3.412,109.66,2411.4199,3946.01
2022-09-15,1391.1801,1665.4,3.459,109.74,2401.8301,3901.3501
2022-09-16,1398.63,1671.7,3.448,109.76,2382.78,3873.3301
2022-09-19,1385.23,1666.2,3.49,109.74,2355.6599,3899.8899
2022-09-20,1390.11,1659.7,3.571,110.22,2367.8501,3855.9299
2022-09-21,1392.51,1664.6,3.51,110.64,2347.21,3789.9299
2022-09-22,1397.5601,1670.8,3.708,111.35,2332.3101,3757.99
2022-09-23,1403.66,1645.3,3.697,113.19,2290.0,3693.23
2022-09-26,1421.8101,1623.3,3.878,114.1,2220.9399,3655.04
2022-09-27,1429.77,1626.7,3.964,114.11,2223.8601,3647.29
2022-09-28,1426.26,1660.4,3.705,112.6,2169.29,3719.04
2022-09-29,1421.95,1658.5,3.747,112.25,2170.9299,3640.47
2022-09-30,1430.17,1662.4,3.804,112.12,2155.49,3585.6201
2022-10-03,1439.23,1692.9,3.651,111.75,2155.49,3678.4299
2022-10-04,1433.34,1721.1,3.617,110.07,2209.3799,3790.9299
2022-10-05,1416.53,1711.4,3.759,111.07,2215.22,3783.28
2022-10-06,1416.76,1711.7,3.826,112.26,2237.8601,3744.52
2022-10-07,1408.45,1700.5,3.883,112.8,2232.8401,3639.6599
2022-10-10,1415.98,1667.3,3.888,113.14,2232.8401,3612.3899
2022-10-11,1428.35,1678.7,3.939,113.22,2192.0701,3588.8401
2022-10-12,1430.8,1670.3,3.902,113.32,2202.47,3577.03
2022-10-13,1423.9,1670.0,3.952,112.36,2162.8701,3669.9099
2022-10-14,1430.3,1641.7,4.01,113.31,2212.55,3583.0701
2022-10-17,1440.76,1657.0,4.015,112.04,2219.71,3677.95
2022-10-18,1430.15,1649.0,3.998,112.13,2249.95,3719.98
2022-10-19,1425.02,1627.5,4.127,112.98,2237.4399,3695.1599
2022-10-20,1435.01,1630.8,4.226,112.88,2218.0901,3665.78
2022-10-21,1430.3101,1651.0,4.213,112.01,2213.1201,3752.75
2022-10-24,1428.11,1648.7,4.234,111.99,2236.1599,3797.3401
2022-10-25,1443.96,1652.8,4.108,110.95,2235.0701,3859.1101
2022-10-26,1426.9301,1664.0,4.015,109.7,2249.5601,3830.6001
2022-10-27,1412.6899,1660.7,3.937,110.59,2288.78,3807.3
2022-10-28,1420.65,1639.6,4.01,110.67,2268.3999,3901.0601
2022-10-31,1421.65,1635.9,4.077,111.53,2293.6101,3871.98
2022-11-01,1424.67,1645.0,4.052,111.48,2335.22,3856.1001
2022-11-02,1416.6,1645.7,4.059,111.35,2336.8701,3759.6899
2022-11-03,1423.1,1627.3,4.124,112.93,2329.1699,3719.8899
2022-11-04,1423.65,1672.5,4.156,110.88,2348.4299,3770.55
2022-11-07,1402.11,1676.5,4.214,110.12,2371.79,3806.8
2022-11-08,1392.7,1712.1,4.126,109.62,2399.04,3828.1101
2022-11-09,1374.15,1710.1,4.151,110.55,2424.4099,3748.5701
2022-11-10,1370.55,1750.3,3.829,108.21,2402.23,3956.3701
2022-11-11,1349.37,1766.0,3.813,106.29,2483.1599,3992.9299
2022-11-14,1313.03,1773.6,3.865,106.66,2474.6499,3957.25
2022-11-15,1324.08,1773.8,3.799,106.4,2480.3301,3991.73
2022-11-16,1316.26,1773.0,3.692,106.28,2477.45,3958.79
2022-11-17,1336.4301,1760.8,3.775,106.69,2442.8999,3946.5601
2022-11-18,1342.75,1751.9,3.818,106.93,2444.48,3965.3401
2022-11-21,1339.03,1737.4,3.825,107.84,2419.5,3949.9399
2022-11-22,1359.75,1738.3,3.758,107.22,2405.27,4003.5801
2022-11-23,1352.6899,1744.9,3.706,106.08,2418.01,4027.26
2022-11-24,1336.8101,1744.9,3.706,106.08,2441.3301,4027.26
2022-11-25,1317.89,1753.3,3.691,105.96,2437.8601,4026.1201
2022-11-28,1334.5601,1740.1,3.703,106.68,2408.27,3963.9399
2022-11-29,1340.12,1748.4,3.748,106.82,2433.3899,3957.6299
2022-11-30,1325.37,1746.0,3.703,105.95,2472.53,4080.1101
2022-12-01,1279.8,1801.1,3.529,104.73,2479.8401,4076.5701
2022-12-02,1303.25,1795.9,3.506,104.55,2434.3301,4071.7
2022-12-05,1299.17,1767.4,3.599,105.29,2419.3201,3998.8401
2022-12-06,1304.37,1769.3,3.513,105.58,2393.1599,3941.26
2022-12-07,1319.71,1785.5,3.408,105.1,2382.8101,3933.9199
